corps,event_name,date,location,chief_judge,season,total_score,total_rank,color_guard_achievement_judge,color_guard_achievement_rank,color_guard_achievement_score,color_guard_content_judge,color_guard_content_rank,color_guard_content_score,general_effect_1_performance_judge,general_effect_1_performance_rank,general_effect_1_performance_score,general_effect_1_repertoire_judge,general_effect_1_repertoire_rank,general_effect_1_repertoire_score,general_effect_2_performance_judge,general_effect_2_performance_rank,general_effect_2_performance_score,general_effect_2_repertoire_judge,general_effect_2_repertoire_rank,general_effect_2_repertoire_score,music_analysis_achievement_judge,music_analysis_achievement_rank,music_analysis_achievement_score,music_analysis_content_judge,music_analysis_content_rank,music_analysis_content_score,music_brass_achievement_judge,music_brass_achievement_rank,music_brass_achievement_score,music_brass_content_judge,music_brass_content_rank,music_brass_content_score,music_brass_continuity_judge,music_brass_continuity_rank,music_brass_continuity_score,music_percussion_achievement_judge,music_percussion_achievement_rank,music_percussion_achievement_score,music_percussion_content_judge,music_percussion_content_rank,music_percussion_content_score,music_percussion_continuity_judge,music_percussion_continuity_rank,music_percussion_continuity_score,penalties_judge,penalties_rank,penalties_score,special_brass_friday_judge,special_brass_friday_rank,special_brass_friday_score,special_brass_thursday_judge,special_brass_thursday_rank,special_brass_thursday_score,special_cg_friday_judge,special_cg_friday_rank,special_cg_friday_score,special_cg_thursday_judge,special_cg_thursday_rank,special_cg_thursday_score,special_ge_friday_judge,special_ge_friday_rank,special_ge_friday_score,special_ge_thursday_judge,special_ge_thursday_rank,special_ge_thursday_score,special_perc_friday_judge,special_perc_friday_rank,special_perc_friday_score,special_perc_thursday_judge,special_perc_thursday_rank,special_perc_thursday_score,special_visual_proficiency_friday_judge,special_visual_proficiency_friday_rank,special_visual_proficiency_friday_score,special_visual_proficiency_thursday_judge,special_visual_proficiency_thursday_rank,special_visual_proficiency_thursday_score,visual_analysis_achievement_judge,visual_analysis_achievement_rank,visual_analysis_achievement_score,visual_analysis_composition_judge,visual_analysis_composition_rank,visual_analysis_composition_score,visual_proficiency_achievement_judge,visual_proficiency_achievement_rank,visual_proficiency_achievement_score,visual_proficiency_content_judge,visual_proficiency_content_rank,visual_proficiency_content_score,visual_proficiency_continuity_judge,visual_proficiency_continuity_rank,visual_proficiency_continuity_score
Spirit of Atlanta,DCI Northern Kentucky presented by Lone Star Percussion,2017-07-15,"Alexandria, KY",Michael Turner,2017,69.8,4,Michael Stone,4.0,6.6,Michael Stone,4.0,7,Jim Sturgeon,4.0,6.9,Jim Sturgeon,4.0,7.4,Chris Hestin,4.0,7,Chris Hestin,4.0,7.1,George Boulden,4.0,7,George Boulden,4.0,7.5,Steven Page,4.0,6.5,Steven Page,4.0,6.9,,,,Mike Leitzke,4.0,6.7,Mike Leitzke,4.0,7,,,,Rennee Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bob Thomas,4.0,6.7,Bob Thomas,4.0,7.4,Michael Turner,4.0,6.5,Michael Turner,4.0,7,,,
Blue Stars,Music on the March,2017-07-14,"Dubuque, IA",Rich Kemp,2017,76.35,2,Hieu Nguyen,2.0,7.8,Hieu Nguyen,2.0,8.1,Richard Kemp,3.0,7.4,Richard Kemp,3.0,7.6,Chris Hestin,3.0,7.5,Chris Hestin,3.0,7.7,Caleb Rothe,2.0,7.5,Caleb Rothe,2.0,7.7,Steven Page,2.0,7.5,Steven Page,2.0,7.9,,,,Peter Furnari,2.0,7.5,Peter Furnari,2.0,7.7,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sal Adamo,2.0,7.5,Sal Adamo,2.0,7.9,Blair Kuhn,2.0,7.5,Blair Kuhn,2.0,7.7,,,
Colts,Music on the March,2017-07-14,"Dubuque, IA",Rich Kemp,2017,71.0,5,Hieu Nguyen,4.0,7.1,Hieu Nguyen,4.0,7.5,Richard Kemp,5.0,6.8,Richard Kemp,5.0,7,Chris Hestin,5.0,7.1,Chris Hestin,5.0,7.3,Caleb Rothe,4.0,6.9,Caleb Rothe,5.0,7.1,Steven Page,4.0,7.1,Steven Page,5.0,7.3,,,,Peter Furnari,5.0,7,Peter Furnari,5.0,7.1,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sal Adamo,4.0,6.8,Sal Adamo,4.0,7.2,Blair Kuhn,4.0,7.1,Blair Kuhn,4.0,7.4,,,
Crossmen,Music on the March,2017-07-14,"Dubuque, IA",Rich Kemp,2017,76.0,3,Hieu Nguyen,3.0,7.6,Hieu Nguyen,3.0,7.8,Richard Kemp,2.0,7.5,Richard Kemp,2.0,7.7,Chris Hestin,2.0,7.7,Chris Hestin,2.0,7.8,Caleb Rothe,3.0,7.4,Caleb Rothe,3.0,7.6,Steven Page,3.0,7.3,Steven Page,3.0,7.8,,,,Peter Furnari,3.0,7.4,Peter Furnari,3.0,7.6,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sal Adamo,3.0,7.4,Sal Adamo,3.0,7.7,Blair Kuhn,3.0,7.4,Blair Kuhn,3.0,7.6,,,
Genesis,Music on the March,2017-07-14,"Dubuque, IA",Rich Kemp,2017,64.65,6,Hieu Nguyen,6.0,6.1,Hieu Nguyen,6.0,6.7,Richard Kemp,6.0,6.4,Richard Kemp,6.0,6.7,Chris Hestin,6.0,6.5,Chris Hestin,6.0,6.7,Caleb Rothe,6.0,6.3,Caleb Rothe,6.0,6.6,Steven Page,6.0,6.2,Steven Page,6.0,6.7,,,,Peter Furnari,6.0,6.2,Peter Furnari,6.0,6.4,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sal Adamo,6.0,6.1,Sal Adamo,6.0,6.6,Blair Kuhn,6.0,6.2,Blair Kuhn,6.0,6.6,,,
Pioneer,Music on the March,2017-07-14,"Dubuque, IA",Rich Kemp,2017,55.55,7,Hieu Nguyen,7.0,4.8,Hieu Nguyen,7.0,5.5,Richard Kemp,7.0,5.5,Richard Kemp,7.0,5.8,Chris Hestin,7.0,5.2,Chris Hestin,7.0,5.4,Caleb Rothe,7.0,5.3,Caleb Rothe,7.0,5.8,Steven Page,7.0,5.2,Steven Page,7.0,6.3,,,,Peter Furnari,7.0,5.1,Peter Furnari,7.0,5.6,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sal Adamo,7.0,5.6,Sal Adamo,7.0,6.1,Blair Kuhn,7.0,5.9,Blair Kuhn,7.0,6.1,,,
Santa Clara Vanguard,Music on the March,2017-07-14,"Dubuque, IA",Rich Kemp,2017,84.2,1,Hieu Nguyen,1.0,8.3,Hieu Nguyen,1.0,8.4,Richard Kemp,1.0,8.4,Richard Kemp,1.0,8.6,Chris Hestin,1.0,8.5,Chris Hestin,1.0,8.7,Caleb Rothe,1.0,8.2,Caleb Rothe,1.0,8.5,Steven Page,1.0,8.3,Steven Page,1.0,8.6,,,,Peter Furnari,1.0,8,Peter Furnari,1.0,8.2,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sal Adamo,1.0,8.2,Sal Adamo,1.0,8.6,Blair Kuhn,1.0,8.2,Blair Kuhn,1.0,8.5,,,
The Academy,Music on the March,2017-07-14,"Dubuque, IA",Rich Kemp,2017,71.5,4,Hieu Nguyen,5.0,6.9,Hieu Nguyen,5.0,7.3,Richard Kemp,4.0,7,Richard Kemp,4.0,7.3,Chris Hestin,4.0,7.3,Chris Hestin,4.0,7.4,Caleb Rothe,5.0,6.8,Caleb Rothe,4.0,7.3,Steven Page,5.0,7,Steven Page,4.0,7.6,,,,Peter Furnari,4.0,7.1,Peter Furnari,4.0,7.4,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sal Adamo,5.0,6.5,Sal Adamo,5.0,7,Blair Kuhn,5.0,6.9,Blair Kuhn,5.0,7.2,,,
Boston Crusaders,DCI Martin,2017-07-14,"Martin, TN",Michael Turner,2017,81.55,2,Michael Stone,2.0,7.7,Michael Stone,1.0,8.2,Michael Turner,2.0,8.3,Michael Turner,2.0,8.5,Glenn Fugett,2.0,7.8,Glenn Fugett,2.0,8.2,George Boulden,1.0,8.2,George Boulden,2.0,8.4,Dennis Argul,2.0,8,Dennis Argul,2.0,8.2,,,,Julie Davila,2.0,8,Julie Davila,2.0,8.2,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,2.0,8.1,Jim Sturgeon,2.0,8.3,Bob Thomas,2.0,8,Bob Thomas,2.0,8.2,,,
Carolina Crown,DCI Martin,2017-07-14,"Martin, TN",Michael Turner,2017,83.5,1,Michael Stone,1.0,7.8,Michael Stone,2.0,8,Michael Turner,1.0,8.4,Michael Turner,1.0,8.6,Glenn Fugett,1.0,8.3,Glenn Fugett,1.0,8.6,George Boulden,1.0,8.2,George Boulden,1.0,8.5,Dennis Argul,1.0,8.4,Dennis Argul,1.0,8.6,,,,Julie Davila,1.0,8.1,Julie Davila,1.0,8.3,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,1.0,8.3,Jim Sturgeon,1.0,8.4,Bob Thomas,1.0,8.2,Bob Thomas,1.0,8.4,,,
Jersey Surf,DCI Martin,2017-07-14,"Martin, TN",Michael Turner,2017,59.7,5,Michael Stone,5.0,6,Michael Stone,5.0,6.3,Michael Turner,5.0,5.8,Michael Turner,5.0,6.1,Glenn Fugett,5.0,5.7,Glenn Fugett,5.0,5.9,George Boulden,5.0,5.8,George Boulden,5.0,6.2,Dennis Argul,5.0,6.5,Dennis Argul,5.0,6.9,,,,Julie Davila,5.0,5.3,Julie Davila,5.0,5.6,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,5.0,5.9,Jim Sturgeon,5.0,6.2,Bob Thomas,5.0,5.4,Bob Thomas,5.0,6.3,,,
Madison Scouts,DCI Martin,2017-07-14,"Martin, TN",Michael Turner,2017,75.95,3,Michael Stone,3.0,7.2,Michael Stone,3.0,7.8,Michael Turner,3.0,7.6,Michael Turner,3.0,7.8,Glenn Fugett,3.0,7.5,Glenn Fugett,3.0,7.7,George Boulden,3.0,7.8,George Boulden,3.0,8.1,Dennis Argul,3.0,7.4,Dennis Argul,3.0,7.5,,,,Julie Davila,3.0,7.1,Julie Davila,3.0,7.6,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,3.0,7.6,Jim Sturgeon,3.0,7.9,Bob Thomas,3.0,7.1,Bob Thomas,3.0,7.6,,,
Spirit of Atlanta,DCI Martin,2017-07-14,"Martin, TN",Michael Turner,2017,69.3,4,Michael Stone,4.0,6.3,Michael Stone,4.0,6.7,Michael Turner,4.0,6.8,Michael Turner,4.0,7.2,Glenn Fugett,4.0,6.7,Glenn Fugett,4.0,6.9,George Boulden,4.0,6.9,George Boulden,4.0,7.4,Dennis Argul,4.0,7,Dennis Argul,4.0,7.3,,,,Julie Davila,4.0,6.6,Julie Davila,4.0,6.8,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,4.0,6.8,Jim Sturgeon,4.0,7.4,Bob Thomas,4.0,6.8,Bob Thomas,4.0,7.4,,,
Boston Crusaders,Drums Across America,2017-07-12,"Atlanta, GA",Jeff Harper,2017,79.7,2,,2.0,8,,2.0,8.2,Stephen Alia,1.0,8.1,Stephen Alia,2.0,8.2,Steve Calhoun,3.0,7.7,Steve Calhoun,3.0,8,Jeff Harper,3.0,8,Jeff Harper,3.0,8.3,Mark Hoskins,2.0,7.9,Mark Hoskins,2.0,8,,,,Chris Romanowski,2.0,7.7,Chris Romanowski,2.0,8.1,,,,Scott Speelman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Moss,3.0,7.7,Chris Moss,3.0,7.7,,1.0,7.8,,2.0,8,,,
Colts,Drums Across America,2017-07-12,"Atlanta, GA",Jeff Harper,2017,70.35,4,,4.0,7.3,,4.0,7.6,Stephen Alia,4.0,6.7,Stephen Alia,4.0,6.9,Steve Calhoun,4.0,6.9,Steve Calhoun,4.0,7.2,Jeff Harper,4.0,6.8,Jeff Harper,4.0,7.4,Mark Hoskins,4.0,7,Mark Hoskins,4.0,7.2,,,,Chris Romanowski,4.0,6.8,Chris Romanowski,4.0,7.1,,,,Scott Speelman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Moss,4.0,6.9,Chris Moss,4.0,6.9,,4.0,7,,4.0,7.3,,,
Jersey Surf,Drums Across America,2017-07-12,"Atlanta, GA",Jeff Harper,2017,57.2,6,,6.0,5.7,,6.0,6.2,Stephen Alia,6.0,5.3,Stephen Alia,6.0,5.6,Steve Calhoun,6.0,5.6,Steve Calhoun,6.0,6,Jeff Harper,6.0,5.7,Jeff Harper,6.0,6,Mark Hoskins,6.0,6.3,Mark Hoskins,6.0,6.7,,,,Chris Romanowski,6.0,5.5,Chris Romanowski,6.0,5.8,,,,Scott Speelman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Moss,6.0,5.4,Chris Moss,6.0,5.1,,6.0,5,,6.0,6,,,
Spirit of Atlanta,Drums Across America,2017-07-12,"Atlanta, GA",Jeff Harper,2017,66.45,5,,5.0,6.6,,5.0,6.9,Stephen Alia,5.0,6.3,Stephen Alia,5.0,6.6,Steve Calhoun,5.0,6.4,Steve Calhoun,5.0,6.8,Jeff Harper,5.0,6.7,Jeff Harper,5.0,7.3,Mark Hoskins,5.0,6.8,Mark Hoskins,5.0,7,,,,Chris Romanowski,5.0,6.7,Chris Romanowski,5.0,6.9,,,,Scott Speelman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Moss,5.0,6.5,Chris Moss,5.0,6.3,,5.0,6.2,,5.0,6.8,,,
The Cadets,Drums Across America,2017-07-12,"Atlanta, GA",Jeff Harper,2017,79.5,3,,3.0,7.9,,3.0,8.1,Stephen Alia,3.0,7.9,Stephen Alia,3.0,8.1,Steve Calhoun,2.0,7.8,Steve Calhoun,2.0,8.2,Jeff Harper,2.0,8.1,Jeff Harper,2.0,8.4,Mark Hoskins,3.0,7.8,Mark Hoskins,3.0,7.9,,,,Chris Romanowski,3.0,7.6,Chris Romanowski,3.0,7.9,,,,Scott Speelman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Moss,2.0,7.8,Chris Moss,2.0,8,,3.0,7.6,,3.0,7.9,,,
The Cavaliers,Drums Across America,2017-07-12,"Atlanta, GA",Jeff Harper,2017,81.5,1,,1.0,8.1,,1.0,8.4,Stephen Alia,2.0,8,Stephen Alia,1.0,8.4,Steve Calhoun,1.0,8,Steve Calhoun,1.0,8.3,Jeff Harper,1.0,8.2,Jeff Harper,1.0,8.5,Mark Hoskins,1.0,8,Mark Hoskins,1.0,8.2,,,,Chris Romanowski,1.0,7.8,Chris Romanowski,1.0,8.3,,,,Scott Speelman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Moss,1.0,8,Chris Moss,1.0,8.2,,2.0,7.7,,1.0,8.2,,,
Genesis,DCI St. Louis,2017-07-12,"Lebanon, IL",Allen Kristensen,2017,63.95,4,Michael Thompson,4.0,6.2,Michael Thompson,4.0,6.6,Ted Wemhoff,4.0,6.2,Ted Wemhoff,4.0,6.6,Allan Kristensen,4.0,6.3,Allan Kristensen,4.0,6.7,George Boulden,4.0,6,George Boulden,4.0,6.4,Judge Missing,4.0,6,Judge Missing,4.0,6.4,,,,Mike Davis,4.0,6.6,Mike Davis,4.0,7.1,,,,Rennee Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lentz,4.0,6,Michael Lentz,4.0,6.3,Carl Nelson,4.0,6.2,Carl Nelson,4.0,6.5,,,
Madison Scouts,DCI St. Louis,2017-07-12,"Lebanon, IL",Allen Kristensen,2017,75.1,3,Michael Thompson,3.0,7.4,Michael Thompson,3.0,7.6,Ted Wemhoff,3.0,7.4,Ted Wemhoff,3.0,7.5,Allan Kristensen,3.0,7.5,Allan Kristensen,3.0,7.5,George Boulden,3.0,7.7,George Boulden,3.0,8,Judge Missing,3.0,7.7,Judge Missing,3.0,8,,,,Mike Davis,3.0,7.3,Mike Davis,3.0,7.7,,,,Rennee Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lentz,3.0,7.2,Michael Lentz,3.0,7.4,Carl Nelson,3.0,7.1,Carl Nelson,3.0,7.3,,,
Phantom Regiment,DCI St. Louis,2017-07-12,"Lebanon, IL",Allen Kristensen,2017,78.2,2,Michael Thompson,2.0,7.5,Michael Thompson,2.0,8,Ted Wemhoff,2.0,7.5,Ted Wemhoff,2.0,7.8,Allan Kristensen,2.0,7.8,Allan Kristensen,2.0,8.2,George Boulden,2.0,7.9,George Boulden,2.0,8.2,Judge Missing,2.0,7.9,Judge Missing,2.0,8.2,,,,Mike Davis,2.0,7.5,Mike Davis,2.0,7.9,,,,Rennee Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lentz,2.0,7.6,Michael Lentz,2.0,8,Carl Nelson,2.0,7.4,Carl Nelson,2.0,7.7,,,
Pioneer,DCI St. Louis,2017-07-12,"Lebanon, IL",Allen Kristensen,2017,55.05,5,Michael Thompson,5.0,5.4,Michael Thompson,5.0,5.9,Ted Wemhoff,5.0,5.3,Ted Wemhoff,5.0,5.7,Allan Kristensen,5.0,4.9,Allan Kristensen,5.0,5.5,George Boulden,5.0,5.4,George Boulden,5.0,5.6,Judge Missing,5.0,5.4,Judge Missing,5.0,5.6,,,,Mike Davis,5.0,5.2,Mike Davis,5.0,5.7,,,,Rennee Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lentz,5.0,5.5,Michael Lentz,5.0,6,Carl Nelson,5.0,5.6,Carl Nelson,5.0,6,,,
Santa Clara Vanguard,DCI St. Louis,2017-07-12,"Lebanon, IL",Allen Kristensen,2017,82.9,1,Michael Thompson,1.0,8.1,Michael Thompson,1.0,8.4,Ted Wemhoff,1.0,8.2,Ted Wemhoff,1.0,8.5,Allan Kristensen,1.0,8.2,Allan Kristensen,1.0,8.4,George Boulden,1.0,8.2,George Boulden,1.0,8.5,Judge Missing,1.0,8.2,Judge Missing,1.0,8.5,,,,Mike Davis,1.0,8.3,Mike Davis,1.0,8.4,,,,Rennee Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lentz,1.0,7.9,Michael Lentz,1.0,8.2,Carl Nelson,1.0,8.1,Carl Nelson,1.0,8.4,,,
Blue Devils,Corps Encore,2017-07-12,"Ogden, UT",Michael Stone,2017,83.9,1,,,,,,,Juno Orefice,1.0,8.4,Juno Orefice,1.0,8.6,Marty Griffin,1.0,8.5,Marty Griffin,1.0,8.7,John Bell,1.0,8,John Bell,1.0,8.3,,,,,,,,,,Gifford Howarth,1.0,8.1,,,,Gifford Howarth,1.0,8.5,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Stone,1.0,8.3,Michael Stone,1.0,8.5,,,,,,,,,
Blue Knights,Corps Encore,2017-07-12,"Ogden, UT",Michael Stone,2017,78.3,2,,,,,,,Juno Orefice,2.0,7.8,Juno Orefice,2.0,8,Marty Griffin,2.0,7.7,Marty Griffin,2.0,8,John Bell,2.0,7.6,John Bell,2.0,7.8,,,,,,,,,,Gifford Howarth,2.0,8,,,,Gifford Howarth,2.0,8.3,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Stone,2.0,7.4,Michael Stone,2.0,7.7,,,,,,,,,
Mandarins,Corps Encore,2017-07-12,"Ogden, UT",Michael Stone,2017,74.3,3,,,,,,,Juno Orefice,3.0,7.5,Juno Orefice,3.0,7.7,Marty Griffin,3.0,7.3,Marty Griffin,3.0,7.6,John Bell,3.0,7.3,John Bell,3.0,7.6,,,,,,,,,,Gifford Howarth,3.0,7.1,,,,Gifford Howarth,3.0,7.4,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Stone,3.0,7.3,Michael Stone,3.0,7.5,,,,,,,,,
Oregon Crusaders,Corps Encore,2017-07-12,"Ogden, UT",Michael Stone,2017,69.3,4,,,,,,,Juno Orefice,6.0,6.5,Juno Orefice,5.0,7.1,Marty Griffin,4.0,7,Marty Griffin,4.0,7.3,John Bell,4.0,6.9,John Bell,4.0,7.2,,,,,,,,,,Gifford Howarth,4.0,6.9,,,,Gifford Howarth,4.0,7.2,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Stone,5.0,6.5,Michael Stone,5.0,6.7,,,,,,,,,
Pacific Crest,Corps Encore,2017-07-12,"Ogden, UT",Michael Stone,2017,68.1,5,,,,,,,Juno Orefice,5.0,6.8,Juno Orefice,6.0,7,Marty Griffin,5.0,6.7,Marty Griffin,6.0,6.8,John Bell,5.0,6.8,John Bell,5.0,7,,,,,,,,,,Gifford Howarth,5.0,6.5,,,,Gifford Howarth,5.0,6.9,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Stone,4.0,6.7,Michael Stone,4.0,6.9,,,,,,,,,
Seattle Cascades,Corps Encore,2017-07-12,"Ogden, UT",Michael Stone,2017,67.0,6,,,,,,,Juno Orefice,4.0,7,Juno Orefice,4.0,7.2,Marty Griffin,6.0,6.4,Marty Griffin,5.0,7,John Bell,6.0,6.6,John Bell,6.0,6.8,,,,,,,,,,Gifford Howarth,6.0,6.4,,,,Gifford Howarth,6.0,6.7,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Stone,6.0,6.3,Michael Stone,6.0,6.6,,,,,,,,,
Blue Devils,Drums Along the Rockies - Boise Edition,2017-07-11,"Boise, ID",Michael Stone,2017,82.5,1,,,,,,,Michael Stone,1.0,8.2,Michael Stone,1.0,8.5,Gifford Howarth,1.0,8,Gifford Howarth,1.0,8.2,John Bell,1.0,8.1,John Bell,1.0,8.3,,,,,,,,,,Marty Griffin,1.0,8,,,,Marty Griffin,1.0,8.4,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno Orefice,1.0,8.3,Juno Orefice,1.0,8.5,,,,,,,,,
Blue Knights,Drums Along the Rockies - Boise Edition,2017-07-11,"Boise, ID",Michael Stone,2017,77.0,2,,,,,,,Michael Stone,2.0,7.4,Michael Stone,2.0,7.6,Gifford Howarth,2.0,7.5,Gifford Howarth,2.0,7.8,John Bell,2.0,7.5,John Bell,2.0,7.8,,,,,,,,,,Marty Griffin,2.0,7.9,,,,Marty Griffin,2.0,8.1,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno Orefice,2.0,7.6,Juno Orefice,2.0,7.8,,,,,,,,,
Mandarins,Drums Along the Rockies - Boise Edition,2017-07-11,"Boise, ID",Michael Stone,2017,72.3,3,,,,,,,Michael Stone,3.0,7.1,Michael Stone,3.0,7.5,Gifford Howarth,3.0,7,Gifford Howarth,3.0,7.5,John Bell,3.0,7.2,John Bell,3.0,7.5,,,,,,,,,,Marty Griffin,3.0,6.7,,,,Marty Griffin,3.0,7.1,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno Orefice,3.0,7.2,Juno Orefice,3.0,7.5,,,,,,,,,
Oregon Crusaders,Drums Along the Rockies - Boise Edition,2017-07-11,"Boise, ID",Michael Stone,2017,67.4,5,,,,,,,Michael Stone,5.0,6.4,Michael Stone,6.0,6.5,Gifford Howarth,5.0,6.8,Gifford Howarth,5.0,7,John Bell,4.0,6.8,John Bell,4.0,7.1,,,,,,,,,,Marty Griffin,4.0,6.5,,,,Marty Griffin,4.0,7,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno Orefice,6.0,6.5,Juno Orefice,6.0,6.8,,,,,,,,,
Pacific Crest,Drums Along the Rockies - Boise Edition,2017-07-11,"Boise, ID",Michael Stone,2017,68.0,4,,,,,,,Michael Stone,4.0,6.8,Michael Stone,5.0,6.7,Gifford Howarth,4.0,6.9,Gifford Howarth,4.0,7.1,John Bell,5.0,6.7,John Bell,5.0,6.9,,,,,,,,,,Marty Griffin,6.0,6.2,,,,Marty Griffin,5.0,6.7,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno Orefice,4.0,6.8,Juno Orefice,4.0,7.2,,,,,,,,,
Seattle Cascades,Drums Along the Rockies - Boise Edition,2017-07-11,"Boise, ID",Michael Stone,2017,66.1,6,,,,,,,Michael Stone,6.0,6.3,Michael Stone,4.0,6.8,Gifford Howarth,6.0,6.5,Gifford Howarth,6.0,6.8,John Bell,6.0,6.5,John Bell,6.0,6.8,,,,,,,,,,Marty Griffin,5.0,6.3,,,,Marty Griffin,6.0,6.5,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno Orefice,5.0,6.6,Juno Orefice,5.0,7,,,,,,,,,
Blue Stars,Celebration in Brass,2017-07-11,"Johnston, IA",Allan Kristensen,2017,75.75,2,Michael Thompson,2.0,7.6,Michael Thompson,2.0,7.9,Ted Wemhoff,2.0,7.5,Ted Wemhoff,2.0,7.7,Allan Kristensen,3.0,7.5,Allan Kristensen,3.0,7.7,Tim Johnston,2.0,7.4,Tim Johnston,2.0,7.7,George Boulden,2.0,7.3,George Boulden,2.0,7.7,,,,Mike Davis,2.0,7.5,Mike Davis,2.0,7.7,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lentz,2.0,7.4,Michael Lentz,2.0,7.8,Carl Nelson,3.0,7.2,Carl Nelson,3.0,7.5,,,
Bluecoats,Celebration in Brass,2017-07-11,"Johnston, IA",Allan Kristensen,2017,82.15,1,Michael Thompson,1.0,8.1,Michael Thompson,1.0,8.3,Ted Wemhoff,1.0,8.2,Ted Wemhoff,1.0,8.3,Allan Kristensen,1.0,8.2,Allan Kristensen,1.0,8.4,Tim Johnston,1.0,8,Tim Johnston,1.0,8.3,George Boulden,1.0,8.1,George Boulden,1.0,8.4,,,,Mike Davis,1.0,7.8,Mike Davis,1.0,8.3,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lentz,1.0,8.1,Michael Lentz,1.0,8.3,Carl Nelson,1.0,8.1,Carl Nelson,1.0,8.3,,,
Crossmen,Celebration in Brass,2017-07-11,"Johnston, IA",Allan Kristensen,2017,74.85,3,Michael Thompson,3.0,7.5,Michael Thompson,3.0,7.7,Ted Wemhoff,3.0,7.4,Ted Wemhoff,3.0,7.6,Allan Kristensen,2.0,7.6,Allan Kristensen,2.0,7.9,Tim Johnston,3.0,7.1,Tim Johnston,3.0,7.5,George Boulden,3.0,7.2,George Boulden,3.0,7.6,,,,Mike Davis,4.0,7,Mike Davis,3.0,7.5,,,,Brandt Crocker,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lentz,3.0,7.2,Michael Lentz,3.0,7.5,Carl Nelson,2.0,7.3,Carl Nelson,2.0,7.6,,,
